gene	pathway	pathway_name
BSGatlas-gene-3319	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-3319	ko01100	Metabolic pathways
BSGatlas-gene-3319	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3319	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3319	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3320	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-3320	ko00650	Butanoate metabolism
BSGatlas-gene-3320	ko00660	C5-Branched dibasic acid metabolism
BSGatlas-gene-3320	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-3320	ko01100	Metabolic pathways
BSGatlas-gene-3320	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3320	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3320	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3321	ko00290	Valine, leucine and isoleucine biosynthesis
BSGatlas-gene-3321	ko00650	Butanoate metabolism
BSGatlas-gene-3321	ko00660	C5-Branched dibasic acid metabolism
BSGatlas-gene-3321	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-3321	ko01100	Metabolic pathways
BSGatlas-gene-3321	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3321	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3321	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3326	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3328	ko00230	Purine metabolism
BSGatlas-gene-3328	ko01100	Metabolic pathways
BSGatlas-gene-3331	ko00471	D-Glutamine and D-glutamate metabolism
BSGatlas-gene-3331	ko01100	Metabolic pathways
BSGatlas-gene-3335	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-3335	ko00190	Oxidative phosphorylation
BSGatlas-gene-3335	ko00650	Butanoate metabolism
BSGatlas-gene-3335	ko01100	Metabolic pathways
BSGatlas-gene-3335	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3335	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3335	ko01200	Carbon metabolism
BSGatlas-gene-3336	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-3336	ko00190	Oxidative phosphorylation
BSGatlas-gene-3336	ko00650	Butanoate metabolism
BSGatlas-gene-3336	ko01100	Metabolic pathways
BSGatlas-gene-3336	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3336	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3336	ko01200	Carbon metabolism
BSGatlas-gene-3337	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-3337	ko00190	Oxidative phosphorylation
BSGatlas-gene-3337	ko00650	Butanoate metabolism
BSGatlas-gene-3337	ko01100	Metabolic pathways
BSGatlas-gene-3337	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3337	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3337	ko01200	Carbon metabolism
BSGatlas-gene-3339	ko00260	Glycine, serine and threonine metabolism
BSGatlas-gene-3339	ko00261	Monobactam biosynthesis
BSGatlas-gene-3339	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3339	ko00300	Lysine biosynthesis
BSGatlas-gene-3339	ko01100	Metabolic pathways
BSGatlas-gene-3339	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3339	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3339	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3339	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3342	ko03420	Nucleotide excision repair
BSGatlas-gene-3345	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-3345	ko01100	Metabolic pathways
BSGatlas-gene-3348	ko00071	Fatty acid degradation
BSGatlas-gene-3348	ko00362	Benzoate degradation
BSGatlas-gene-3348	ko01100	Metabolic pathways
BSGatlas-gene-3348	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3348	ko01212	Fatty acid metabolism
BSGatlas-gene-3350	ko00061	Fatty acid biosynthesis
BSGatlas-gene-3350	ko00071	Fatty acid degradation
BSGatlas-gene-3350	ko01100	Metabolic pathways
BSGatlas-gene-3350	ko01212	Fatty acid metabolism
BSGatlas-gene-3350	ko02024	Quorum sensing
BSGatlas-gene-3352	ko03430	Mismatch repair
BSGatlas-gene-3356	ko03030	DNA replication
BSGatlas-gene-3357	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3358	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3366	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-3366	ko01100	Metabolic pathways
BSGatlas-gene-3366	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3366	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3367	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-3367	ko01100	Metabolic pathways
BSGatlas-gene-3367	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3367	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3368	ko00620	Pyruvate metabolism
BSGatlas-gene-3368	ko01100	Metabolic pathways
BSGatlas-gene-3371	ko00520	Amino sugar and nucleotide sugar metabolism
BSGatlas-gene-3371	ko01100	Metabolic pathways
BSGatlas-gene-3372	ko02010	ABC transporters
BSGatlas-gene-3373	ko02010	ABC transporters
BSGatlas-gene-3374	ko02010	ABC transporters
BSGatlas-gene-3375	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-3377	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-3377	ko00053	Ascorbate and aldarate metabolism
BSGatlas-gene-3377	ko01100	Metabolic pathways
BSGatlas-gene-3377	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3378	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-3378	ko01100	Metabolic pathways
BSGatlas-gene-3379	ko00040	Pentose and glucuronate interconversions
BSGatlas-gene-3379	ko01100	Metabolic pathways
BSGatlas-gene-3384	ko03010	Ribosome
BSGatlas-gene-3385	ko03010	Ribosome
BSGatlas-gene-3389	ko02020	Two-component system
BSGatlas-gene-3390	ko02020	Two-component system
BSGatlas-gene-3391	ko02020	Two-component system
BSGatlas-gene-3392	ko02020	Two-component system
BSGatlas-gene-3394	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3401	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3401	ko00330	Arginine and proline metabolism
BSGatlas-gene-3401	ko01100	Metabolic pathways
BSGatlas-gene-3402	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3402	ko01100	Metabolic pathways
BSGatlas-gene-3402	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3402	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3402	ko01200	Carbon metabolism
BSGatlas-gene-3402	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3405	ko00620	Pyruvate metabolism
BSGatlas-gene-3405	ko00640	Propanoate metabolism
BSGatlas-gene-3405	ko01100	Metabolic pathways
BSGatlas-gene-3406	ko00770	Pantothenate and CoA biosynthesis
BSGatlas-gene-3406	ko01100	Metabolic pathways
BSGatlas-gene-3406	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3408	ko03410	Base excision repair
BSGatlas-gene-3409	ko03030	DNA replication
BSGatlas-gene-3409	ko03410	Base excision repair
BSGatlas-gene-3409	ko03420	Nucleotide excision repair
BSGatlas-gene-3409	ko03440	Homologous recombination
BSGatlas-gene-3410	ko02020	Two-component system
BSGatlas-gene-3411	ko02020	Two-component system
BSGatlas-gene-3412	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-3412	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3412	ko00620	Pyruvate metabolism
BSGatlas-gene-3412	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-3412	ko00680	Methane metabolism
BSGatlas-gene-3412	ko01100	Metabolic pathways
BSGatlas-gene-3412	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3412	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3412	ko01200	Carbon metabolism
BSGatlas-gene-3413	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-3413	ko00480	Glutathione metabolism
BSGatlas-gene-3413	ko01100	Metabolic pathways
BSGatlas-gene-3413	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3413	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3413	ko01200	Carbon metabolism
BSGatlas-gene-3413	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3413	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3414	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-3414	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-3414	ko01100	Metabolic pathways
BSGatlas-gene-3414	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3414	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3414	ko01200	Carbon metabolism
BSGatlas-gene-3414	ko01210	2-Oxocarboxylic acid metabolism
BSGatlas-gene-3414	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3418	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3418	ko00230	Purine metabolism
BSGatlas-gene-3418	ko00620	Pyruvate metabolism
BSGatlas-gene-3418	ko01100	Metabolic pathways
BSGatlas-gene-3418	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3418	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3418	ko01200	Carbon metabolism
BSGatlas-gene-3418	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3418	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3419	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3419	ko00030	Pentose phosphate pathway
BSGatlas-gene-3419	ko00051	Fructose and mannose metabolism
BSGatlas-gene-3419	ko00052	Galactose metabolism
BSGatlas-gene-3419	ko00680	Methane metabolism
BSGatlas-gene-3419	ko01100	Metabolic pathways
BSGatlas-gene-3419	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3419	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3419	ko01200	Carbon metabolism
BSGatlas-gene-3419	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3419	ko03018	RNA degradation
BSGatlas-gene-3420	ko00061	Fatty acid biosynthesis
BSGatlas-gene-3420	ko00620	Pyruvate metabolism
BSGatlas-gene-3420	ko00640	Propanoate metabolism
BSGatlas-gene-3420	ko01100	Metabolic pathways
BSGatlas-gene-3420	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3420	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3420	ko01200	Carbon metabolism
BSGatlas-gene-3420	ko01212	Fatty acid metabolism
BSGatlas-gene-3421	ko00061	Fatty acid biosynthesis
BSGatlas-gene-3421	ko00620	Pyruvate metabolism
BSGatlas-gene-3421	ko00640	Propanoate metabolism
BSGatlas-gene-3421	ko01100	Metabolic pathways
BSGatlas-gene-3421	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3421	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3421	ko01200	Carbon metabolism
BSGatlas-gene-3421	ko01212	Fatty acid metabolism
BSGatlas-gene-3423	ko00620	Pyruvate metabolism
BSGatlas-gene-3423	ko01200	Carbon metabolism
BSGatlas-gene-3423	ko02020	Two-component system
BSGatlas-gene-3425	ko03030	DNA replication
BSGatlas-gene-3425	ko03430	Mismatch repair
BSGatlas-gene-3425	ko03440	Homologous recombination
BSGatlas-gene-3429	ko00920	Sulfur metabolism
BSGatlas-gene-3429	ko01100	Metabolic pathways
BSGatlas-gene-3429	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3434	ko00740	Riboflavin metabolism
BSGatlas-gene-3434	ko01100	Metabolic pathways
BSGatlas-gene-3434	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3434	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3438	ko02010	ABC transporters
BSGatlas-gene-3439	ko02010	ABC transporters
BSGatlas-gene-3440	ko02010	ABC transporters
BSGatlas-gene-3441	ko02010	ABC transporters
BSGatlas-gene-3442	ko02010	ABC transporters
BSGatlas-gene-3446	ko00061	Fatty acid biosynthesis
BSGatlas-gene-3446	ko00780	Biotin metabolism
BSGatlas-gene-3446	ko01100	Metabolic pathways
BSGatlas-gene-3446	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3446	ko01212	Fatty acid metabolism
BSGatlas-gene-3446	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3449	ko00220	Arginine biosynthesis
BSGatlas-gene-3449	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-3449	ko01100	Metabolic pathways
BSGatlas-gene-3449	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3449	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3450	ko00220	Arginine biosynthesis
BSGatlas-gene-3450	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-3450	ko01100	Metabolic pathways
BSGatlas-gene-3450	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3450	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3451	ko00790	Folate biosynthesis
BSGatlas-gene-3451	ko01100	Metabolic pathways
BSGatlas-gene-3451	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3451	ko04122	Sulfur relay system
BSGatlas-gene-3452	ko00430	Taurine and hypotaurine metabolism
BSGatlas-gene-3452	ko00620	Pyruvate metabolism
BSGatlas-gene-3452	ko00640	Propanoate metabolism
BSGatlas-gene-3452	ko00680	Methane metabolism
BSGatlas-gene-3452	ko01100	Metabolic pathways
BSGatlas-gene-3452	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3452	ko01200	Carbon metabolism
BSGatlas-gene-3460	ko00760	Nicotinate and nicotinamide metabolism
BSGatlas-gene-3460	ko01100	Metabolic pathways
BSGatlas-gene-3460	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3462	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3462	ko00620	Pyruvate metabolism
BSGatlas-gene-3462	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-3462	ko00640	Propanoate metabolism
BSGatlas-gene-3462	ko00680	Methane metabolism
BSGatlas-gene-3462	ko01100	Metabolic pathways
BSGatlas-gene-3462	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3462	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3462	ko01200	Carbon metabolism
BSGatlas-gene-3464	ko00730	Thiamine metabolism
BSGatlas-gene-3464	ko01100	Metabolic pathways
BSGatlas-gene-3464	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3464	ko04122	Sulfur relay system
BSGatlas-gene-3465	ko00730	Thiamine metabolism
BSGatlas-gene-3465	ko01100	Metabolic pathways
BSGatlas-gene-3465	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3465	ko04122	Sulfur relay system
BSGatlas-gene-3468	ko00340	Histidine metabolism
BSGatlas-gene-3468	ko01100	Metabolic pathways
BSGatlas-gene-3468	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3468	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3470	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3473	ko03010	Ribosome
BSGatlas-gene-3476	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3479	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3479	ko00620	Pyruvate metabolism
BSGatlas-gene-3479	ko00630	Glyoxylate and dicarboxylate metabolism
BSGatlas-gene-3479	ko00640	Propanoate metabolism
BSGatlas-gene-3479	ko00680	Methane metabolism
BSGatlas-gene-3479	ko01100	Metabolic pathways
BSGatlas-gene-3479	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3479	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3479	ko01200	Carbon metabolism
BSGatlas-gene-3483	ko02030	Bacterial chemotaxis
BSGatlas-gene-3483	ko02040	Flagellar assembly
BSGatlas-gene-3484	ko02020	Two-component system
BSGatlas-gene-3484	ko02030	Bacterial chemotaxis
BSGatlas-gene-3484	ko02040	Flagellar assembly
BSGatlas-gene-3486	ko00400	Phenylalanine, tyrosine and tryptophan biosynthesis
BSGatlas-gene-3486	ko01100	Metabolic pathways
BSGatlas-gene-3486	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3486	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3490	ko00471	D-Glutamine and D-glutamate metabolism
BSGatlas-gene-3490	ko00550	Peptidoglycan biosynthesis
BSGatlas-gene-3490	ko01100	Metabolic pathways
BSGatlas-gene-3499	ko00620	Pyruvate metabolism
BSGatlas-gene-3499	ko01200	Carbon metabolism
BSGatlas-gene-3499	ko02020	Two-component system
BSGatlas-gene-3504	ko00500	Starch and sucrose metabolism
BSGatlas-gene-3504	ko01100	Metabolic pathways
BSGatlas-gene-3504	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3508	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3508	ko00920	Sulfur metabolism
BSGatlas-gene-3508	ko01100	Metabolic pathways
BSGatlas-gene-3508	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3508	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3508	ko01200	Carbon metabolism
BSGatlas-gene-3508	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3509	ko00300	Lysine biosynthesis
BSGatlas-gene-3509	ko01100	Metabolic pathways
BSGatlas-gene-3509	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3509	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3524	ko02010	ABC transporters
BSGatlas-gene-3526	ko02010	ABC transporters
BSGatlas-gene-3527	ko02010	ABC transporters
BSGatlas-gene-3529	ko00780	Biotin metabolism
BSGatlas-gene-3529	ko01100	Metabolic pathways
BSGatlas-gene-3529	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3530	ko00780	Biotin metabolism
BSGatlas-gene-3530	ko01100	Metabolic pathways
BSGatlas-gene-3530	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3531	ko00780	Biotin metabolism
BSGatlas-gene-3531	ko01100	Metabolic pathways
BSGatlas-gene-3531	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3532	ko00780	Biotin metabolism
BSGatlas-gene-3532	ko01100	Metabolic pathways
BSGatlas-gene-3532	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3533	ko00780	Biotin metabolism
BSGatlas-gene-3533	ko01100	Metabolic pathways
BSGatlas-gene-3533	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3534	ko00780	Biotin metabolism
BSGatlas-gene-3534	ko01100	Metabolic pathways
BSGatlas-gene-3534	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3537	ko02010	ABC transporters
BSGatlas-gene-3538	ko02010	ABC transporters
BSGatlas-gene-3539	ko02010	ABC transporters
BSGatlas-gene-3540	ko00052	Galactose metabolism
BSGatlas-gene-3540	ko00561	Glycerolipid metabolism
BSGatlas-gene-3540	ko00600	Sphingolipid metabolism
BSGatlas-gene-3540	ko01100	Metabolic pathways
BSGatlas-gene-3542	ko00970	Aminoacyl-tRNA biosynthesis
BSGatlas-gene-3549	ko02010	ABC transporters
BSGatlas-gene-3549	ko02020	Two-component system
BSGatlas-gene-3550	ko02010	ABC transporters
BSGatlas-gene-3550	ko02020	Two-component system
BSGatlas-gene-3551	ko02020	Two-component system
BSGatlas-gene-3552	ko02020	Two-component system
BSGatlas-gene-3553	ko02010	ABC transporters
BSGatlas-gene-3554	ko02010	ABC transporters
BSGatlas-gene-3555	ko02010	ABC transporters
BSGatlas-gene-3556	ko02010	ABC transporters
BSGatlas-gene-3557	ko02010	ABC transporters
BSGatlas-gene-3564	ko00564	Glycerophospholipid metabolism
BSGatlas-gene-3567	ko00250	Alanine, aspartate and glutamate metabolism
BSGatlas-gene-3567	ko01100	Metabolic pathways
BSGatlas-gene-3567	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3567	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3568	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3568	ko01100	Metabolic pathways
BSGatlas-gene-3568	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3568	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3568	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3570	ko00010	Glycolysis / Gluconeogenesis
BSGatlas-gene-3570	ko00020	Citrate cycle (TCA cycle)
BSGatlas-gene-3570	ko00620	Pyruvate metabolism
BSGatlas-gene-3570	ko01100	Metabolic pathways
BSGatlas-gene-3570	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3570	ko01120	Microbial metabolism in diverse environments
BSGatlas-gene-3570	ko01200	Carbon metabolism
BSGatlas-gene-3581	ko00270	Cysteine and methionine metabolism
BSGatlas-gene-3581	ko01100	Metabolic pathways
BSGatlas-gene-3581	ko01230	Biosynthesis of amino acids
BSGatlas-gene-3581	ko02024	Quorum sensing
BSGatlas-gene-3583	ko00910	Nitrogen metabolism
BSGatlas-gene-3583	ko01100	Metabolic pathways
BSGatlas-gene-3584	ko03010	Ribosome
BSGatlas-gene-3585	ko00190	Oxidative phosphorylation
BSGatlas-gene-3585	ko02020	Two-component system
BSGatlas-gene-3586	ko00190	Oxidative phosphorylation
BSGatlas-gene-3586	ko02020	Two-component system
BSGatlas-gene-3588	ko02010	ABC transporters
BSGatlas-gene-3589	ko02010	ABC transporters
BSGatlas-gene-3590	ko02010	ABC transporters
BSGatlas-gene-3591	ko02010	ABC transporters
BSGatlas-gene-3593	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
BSGatlas-gene-3593	ko01100	Metabolic pathways
BSGatlas-gene-3593	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3593	ko01240	Biosynthesis of cofactors
BSGatlas-gene-3594	ko00130	Ubiquinone and other terpenoid-quinone biosynthesis
BSGatlas-gene-3594	ko01100	Metabolic pathways
BSGatlas-gene-3594	ko01110	Biosynthesis of secondary metabolites
BSGatlas-gene-3594	ko01240	Biosynthesis of cofactors
