BSGatlas-gene-4272 5-ureB-sRNA
BSGatlas-gene-4 "Review: |CITS: [28075389]|

16.9: Replicate"
BSGatlas-gene-2270 "Reviews: |CITS: [24742053][24786589]|"
BSGatlas-gene-3234 "Reviews: |CITS: [24742053][24786589]|"
BSGatlas-gene-3667 "RhaEW is a novel (as of 2013) bifunctional enzyme catalyzing two consecutive steps in |FRAME: L-rhamnose| catabolism, |FRAME: EC-4.1.2.19| and |FRAME: EC-1.2.1.22|. The gene encoding the enzyme was identified in diverse bacterial lineages including Actinobacteria, &alpha"
BSGatlas-gene-3666 "RhaR is a DeoR-type transcriptional regulator that binds to the <i>rhaEW</i> regulatory region"
BSGatlas-gene-1959 "RibC is a bifunctional riboflavin kinase and FMN adenylyltransferase, catalyzing the final steps in the biosynthesis of FAD |CITS: [9473052]|."
BSGatlas-gene-835 "RlmCD is a methyltransferase that methylates both the U747 and U1939 bases in 23S rRNA |CITS: [21824914]|."
BSGatlas-gene-4434 "RodA is a peptidoglycan polymerase.  The Rod complex is functional in the absence of all previously known peptidoglycan polymerases |CITS: [27525505]|.

16.13: Shape"
BSGatlas-gene-1984 "RodZ plays a role in determining cell shape |CITS: [23879732]|."
BSGatlas-gene-1375 "RoxS: ""<b>r</b>elated to <b>ox</b>idative <b>s</b>tress"" |CITS: [25643072]|"
BSGatlas-gene-146 "RplA is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-4704 "RplI is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 1a: Function experimentally demonstrated in the studied strain"
BSGatlas-gene-180 "RplO is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 1a: Function experimentally demonstrated in the studied strain"
BSGatlas-gene-166 "RplV is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 1a: Function experimentally demonstrated in the studied strain"
BSGatlas-gene-163 "RplW is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 1a: Function experimentally demonstrated in the studied strain"
BSGatlas-gene-1869 "RpmB is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-169 "RpmC is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 1a: Function experimentally demonstrated in the studied strain"
BSGatlas-gene-179 "RpmD is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-4319 "RpmE is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 1a: Function experimentally demonstrated in the studied strain"
BSGatlas-gene-3584 "RpmEB is the alternative ribosomal protein L31.  Expression of RpmEB is induced at the end of exponential growth |CITS: [15049826]|.  The zinc-containing L31 encoded by <i>rpmE</i> is replaced by RpmEB when <i>rpmEB</i> expression is derepressed |CITS: [16547061]|.

RpmEB is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Reviews: |CITS: [17310068][20208344]|"
BSGatlas-gene-1785 "RpmF is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-2917 "RpmGA is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-142 "RpmGB is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-4772 "RpmH is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-3385 "RpmI is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-186 "RpmJ is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-4755 "RpsF is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-1082 "RpsNB is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-2987 "RpsT is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-2972 "RpsU is not essential for growth in <i>B. subtilis</i> |CITS: [23002217]|.

Evidence 2a: Function of homologous gene experimentally demonstrated in an other organism"
BSGatlas-gene-3992 "RsbP is a protein-serine phosphatase that responds to energy stress.  It dephosphorylates |FRAME: BSU04710-MONOMER RsbV|-phosphate <i>in vitro</i> |CITS: [10632888]|.

RsbP: ""<b>r</b>egulator of <b>s</b>igma <b>B</b>, <b>p</b>hosphatase"" |CITS: [10632888]|

16.6: Maintain

16.3: Control

16.8: Protect
"
BSGatlas-gene-3900 "RsiO is a negative regulator of &sigma"
BSGatlas-gene-4473 "SasA: ""<b>s</b>mall <b>a</b>larmone <b>s</b>ynthase <b>A</b>"" |CITS: [24489751]|"
BSGatlas-gene-1382 "SasB: ""<b>s</b>mall <b>a</b>larmone <b>s</b>ynthase <b>B</b>"" |CITS: [24489751]|"
BSGatlas-gene-3881 "sensing cell wall stress

16.12: Sense

16.6: Maintain

16.8: Protect"
BSGatlas-gene-2712 "SerA protein levels and <i>serA</i> mRNA levels are increased in the presence of sulfate compared to glutathione |CITS: [11390694]|.  SerA is <i>S</i>-cysteinylated by diamide stress |CITS: [17611193]| and <i>S</i>-bacillithiolated by NaOCl stress |CITS: [21749987]| at Cys410.

<i>serA</i> expression is upregulated by acid stress and in the presence of benzoate |CITS: [20011599]|.

One or more strains containing mutant alleles of this gene can be obtained from the <b>Bacillus Genetic Stock Center</b>.  Click <a href=""http://pasture.asc.ohio-state.edu/BGSC/index.cfm?Search=serA&Go=Search"">here</a> to see the list of available strains at BGSC.

"
BSGatlas-gene-2106 "SirA inhibits initiation of DNA replication in diploid cells that are committed to sporulation.

A co-crystal structure of SirA with the N-terminal domain of DnaA has been solved |CITS: [25041308]|."
BSGatlas-gene-3443 "SnaA: ""<b>s</b>ulphur compound <b>N</b>-<b>a</b>cetylase"" |CITS: [23944997]|

Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology"
BSGatlas-gene-4591 "SnaB: ""<b>s</b>ulphur compound <b>N</b>-<b>a</b>cetylase <b>B</b>"" |CITS: [23944997]|

Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology"
BSGatlas-gene-3433 "SndA: ""<b>s</b>ulphur compound <b>N</b>-<b>d</b>eacetylase <b>A</b>"" |CITS: [23944997]|


Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology"
BSGatlas-gene-4587 "SndB: ""<b>s</b>ulphur compound <b>N</b>-<b>d</b>eacetylase <b>B</b>"" |CITS: [23944997]|


Evidence 3: Function proposed based on presence of conserved amino acid motif, structural feature or limited homology"
BSGatlas-gene-1215 "SndC: ""<b>s</b>ulphur compound <b>N</b>-<b>d</b>eacetylase <b>C</b>"" |CITS: [23944997]|"
BSGatlas-gene-89 "SpoIIE is a membrane-localized serine phosphatase that establishes compartment-specific gene expression in the forespore, coupling morphological development to differential gene expression.  After polar septation, SpoIIE dephosphorylates the anti-sigma factor antagonist |FRAME: BSU23470-MONOMER ""SpoIIAA""|, which leads to the release of the sporulation-specific sigma factor |FRAME: BSU23450-MONOMER ""&sigma"
BSGatlas-gene-2891 "SpoIIIL is required for activation of &sigma"
BSGatlas-gene-4289 "SpoIIT functions in the signaling pathway that activates &sigma"
BSGatlas-gene-2754 "SpoVAC appears to act as a mechanosensitive membrane channel and has properties that would allow the release of calcium-dipicolinic acid (Ca-DPA) and amino acids during germination of the spore |CITS: [24666282]|.

From GenBank annotation:
Evidence 1a: Function experimentally demonstrated in the studied strain"
BSGatlas-gene-2753 "SpoVAD binds pyridine-2,6-dicarboxylic acid (DPA(2,6)) and its 1:1 Ca<sup>2+</sup> chelate with equal affinity.  Mutations in the DPA(2,6) binding pocket eliminate uptake of DPA(2,6) into developing spores |CITS: [22328679]|.

SpoVAD localizes to the spore inner membrane |CITS: [16077113]| and appears to interact with the GerAB and GerAC nutrient germinant receptor proteins |CITS: [17573930]|."
BSGatlas-gene-2339 "SprB: ""<b>SP</b>&beta"
BSGatlas-gene-4406 "SpsI was shown to have glucose-1-phosphate thymidylyltransferase activity |CITS: [22960854]|."
BSGatlas-gene-4405 "SpsJ was shown to have dTDP-glucose 4,6-dehydratase activity |CITS: [22960854]|."
BSGatlas-gene-1736 "SR1P binds |FRAME: BSU33940-MONOMER GapA| and stabilizes the <i>gapA</i> mRNA |CITS: [20444087]|.  SR1P promotes the interaction between GapA and |FRAME: BSU14530-MONOMER RNase J1| |CITS: [27449348]|."
BSGatlas-gene-2523 "Sublancin 168 is an extremely stable antimicrobial peptide that has an activity spectrum similar to other lantibiotics, inhibiting Gram-positive, but not Gram-negative bacteria |CITS: [9722542]|.

The thiol-disulfide oxidoreductase BdbB is required for production of active sublancin |CITS: [11872755]|.  Sublancin contains two intrachain disulfide bonds |CITS: [9722542]| and apparently an unusual S-glycosylated cysteine residue |CITS: [21251913]|."
BSGatlas-gene-4146 "tagTU</i> double mutant, removing IPTG from the medium resulted in gradual growth arrest, accompanied by cell morphology changes - the cells became shorter and wider with noticeable bulging, and eventually became almost round |CITS: [21964069]|.

Crystalization of a related protein from |FRAME: TAX-1313| (|FRAME: G-44730 Cps2A|), expressed without its transmembrane domain in |FRAME: TAX-562|, revealed that the protein was purified with an isopernoid phosphate lipid in its hydrophobic pocket. The enzyme behaved as a phosphotransferase, catalyzing the Mg<sup>2+</sup>-dependent hydrolysis of the diphosphate phosphoester bond and releasing orthophosphate |CITS: [21964069]|.

While purified TagT expressed without its transmembrane domain does not contain a lipid, it is able to catalyze the hydrolysis of the diphosphate phosphoester bond in an exogenously provided |FRAME: GERANYL-PP| indicating that it too is a phosphotransferase.

Based on all of these observation, it has been [roposed that the three proteins are the long-sought enzymes that catalyze the final step in wall teichoic acid biosynthesis - the transfer of the acids from their lipid anchor to the peptidoglycan |CITS: [21964069]|."
BSGatlas-gene-4161 "tagTU</i> double mutant, removing IPTG from the medium resulted in gradual growth arrest, accompanied by cell morphology changes - the cells became shorter and wider with noticeable bulging, and eventually became almost round |CITS: [21964069]|.

Crystalization of a related protein from |FRAME: TAX-1313| (|FRAME: G-44730 Cps2A|), expressed without its transmembrane domain in |FRAME: TAX-562|, revealed that the protein was purified with an isopernoid phosphate lipid in its hydrophobic pocket. The enzyme behaved as a phosphotransferase, catalyzing the Mg<sup>2+</sup>-dependent hydrolysis of the diphosphate phosphoester bond and releasing orthophosphate |CITS: [21964069]|.

While purified TagT expressed without its transmembrane domain does not contain a lipid, it is able to catalyze the hydrolysis of the diphosphate phosphoester bond in an exogenously provided |FRAME: GERANYL-PP| indicating that it too is a phosphotransferase.

Based on all of these observation, it has been [roposed that the three proteins are the long-sought enzymes that catalyze the final step in wall teichoic acid biosynthesis - the transfer of the acids from their lipid anchor to the peptidoglycan |CITS: [21964069]|."
BSGatlas-gene-4186 "tagTU</i> double mutant, removing IPTG from the medium resulted in gradual growth arrest, accompanied by cell morphology changes - the cells became shorter and wider with noticeable bulging, and eventually became almost round |CITS: [21964069]|.

Crystalization of a related protein from |FRAME: TAX-1313| (|FRAME: G-44730 Cps2A|), expressed without its transmembrane domain in |FRAME: TAX-562|, revealed that the protein was purified with an isopernoid phosphate lipid in its hydrophobic pocket. The enzyme behaved as a phosphotransferase, catalyzing the Mg<sup>2+</sup>-dependent hydrolysis of the diphosphate phosphoester bond and releasing orthophosphate |CITS: [21964069]|.

While purified TagT expressed without its transmembrane domain does not contain a lipid, it is able to catalyze the hydrolysis of the diphosphate phosphoester bond in an exogenously provided |FRAME: GERANYL-PP| indicating that it too is a phosphotransferase.

Based on all of these observation, it has been [roposed that the three proteins are the long-sought enzymes that catalyze the final step in wall teichoic acid biosynthesis - the transfer of the acids from their lipid anchor to the peptidoglycan |CITS: [21964069]|."
BSGatlas-gene-4146 "tagTUV</i> triple mutant is lethal. When the |FRAME: BSU35520| gene was placed under control of an IPTG-dependent promoter in a <i>&Delta"
BSGatlas-gene-4161 "tagTUV</i> triple mutant is lethal. When the |FRAME: BSU35520| gene was placed under control of an IPTG-dependent promoter in a <i>&Delta"
BSGatlas-gene-4186 "tagTUV</i> triple mutant is lethal. When the |FRAME: BSU35520| gene was placed under control of an IPTG-dependent promoter in a <i>&Delta"
BSGatlas-gene-4146 "tagTV</i> double mutant grows more slowly than the wild type and has a wider cell shape, and a <i>&Delta"
BSGatlas-gene-4161 "tagTV</i> double mutant grows more slowly than the wild type and has a wider cell shape, and a <i>&Delta"
BSGatlas-gene-4186 "tagTV</i> double mutant grows more slowly than the wild type and has a wider cell shape, and a <i>&Delta"
BSGatlas-gene-3233 "TcdA is a cyclase involved in the synthesis of a novel modification at position 37, adjacent to the anticodon, of certain tRNAs.  A &Delta"
BSGatlas-gene-2562 "The <i>ilvA2</i> mutation causes truncation of threonine dehydratase after amino acid 117 |CITS: [27260660]|.


16.2: Construct biomass (Anabolism)"
BSGatlas-gene-4162 "The <i>mnaA</i> gene of |FRAME:TAX-1423| was identified by complementation of a sphere-shaped mutant,
obtained by chemical mutagenesis |CITS: [8126437]|. The cell wall phosphate content of mutant cells was found
to be about half that of wild type, indicating a difficiency in teichoic acids |CITS: [12107153]|.

The gene was cloned into a His<sub>6</sub> expression vector, and expressed in |FRAME:TAX-562|.  The recombinant
